*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.4.5 (gnd)
*Date=18:40:24
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
408;2.49k;0805 [SMD];31.9453;-20.6058;180;Top;R3
409;;;17.7038;-19.3296;0;Bottom;Copper Fill69
410;;;78.8289;-38.278;0;Bottom;Copper Fill81
411;;;39.7637;-32.2836;0;Bottom;Copper Fill568
412;;;81.6864;-64.4527;0;Bottom;Copper Fill469
413;;;94.4118;-47.5998;0;Bottom;Copper Fill35
414;;;94.4118;-62.8398;0;Bottom;Copper Fill270
415;;;8.7376;-50.3811;0;Bottom;Copper Fill502
416;;;14.4018;-27.5846;0;Bottom;Copper Fill322
417;1k;0805 [SMD];24.5702;-81.4932;-90;Top;R16
418;;;81.4324;-58.4583;0;Bottom;Copper Fill509
419;;;37.9984;-23.5079;0;Bottom;Copper Fill120
420;;;39.8102;-31.7183;0;Bottom;Via144
421;;;87.0712;-42.4944;0;Bottom;Copper Fill298
422;;;41.0972;-10.1983;0;Bottom;Copper Fill217
423;;;79.1972;-75.4382;0;Bottom;Copper Fill5
